FECHA UTC,HORA UTC,LATITUD º,LONGITUD º,PROFUNDIDAD (km),MAGNITUD,EPICENTRO,RMS,GAP,ERROR-LAT,ERROR-LON,ERROR-Z,CATALOGO,AUTOR,ID,TIPO_MAG,MODELO
2017-10-30,05:52:14,7.152,-73.928,14.5,0.4,NA,0.3,119.0,1.8,1.7,6.4,Tecto,Tecto,30-0545-59L.S201710,MLr_vmm,VMM
2017-11-01,02:28:27,7.21,-73.72,12.8,1.3,NA,0.7,62.0,2.8,3.0,6.4,Tecto,Tecto,01-0224-00L.S201711,MLr_vmm,VMM
2017-11-08,03:29:44,7.034,-73.91,0.0,0.3,NA,0.3,146.0,1.8,1.6,5.9,Tecto,Tecto,08-0327-00L.S201711,MLr_vmm,VMM
2017-11-12,11:10:57,7.294,-73.891,16.7,0.9,NA,0.6,76.0,2.8,3.8,5.1,Tecto,Tecto,12-1107-00L.S201711,MLr_vmm,VMM
2018-01-04,05:22:28,7.37,-74.089,0,0.9,CANTAGALLO - BOLÍVAR,0.3,97.0,0.8,0.8,3.0,SCP,gvalencia@proc4,SGC2018afxd,MLr_vmm,VMM
2018-01-09,08:32:23,7.154,-73.996,16.9,1.0,YONDÓ (CASABE) - ANTIOQUIA,0.2,137.0,0.5,0.5,1.3,SCP,rvmm,SGC2018apgy,MLr_vmm,VMM
2018-01-15,03:12:25,7.31,-74.102,13.1,1.0,CANTAGALLO - BOLÍVAR,0.4,87.0,0.7,0.7,2.9,SCP,sebastiang@proc4,SGC2018azvk,MLr_vmm,VMM
2018-01-23,07:39:34,7.095,-73.812,15.2,1.1,BARRANCABERMEJA - SANTANDER,0.4,107.0,0.8,0.8,2.9,SCP,rvmm,SGC2018bouf,MLr_vmm,VMM
2018-02-09,12:51:24,7.171,-74.011,6.1,1.0,YONDÓ (CASABE) - ANTIOQUIA,0.2,141.0,0.8,0.8,2.9,SCP,rvmm,SGC2018cugmf,MLr_vmm,VMM
2018-03-02,20:06:25,7.04,-73.889,9.1,1.0,YONDÓ (CASABE) - ANTIOQUIA,0.2,116.0,0.4,0.4,0.9,SCP,rvmm,SGC2018ehdz,MLr_vmm,VMM
2018-03-06,17:19:10,7.417,-73.755,16.9,1.8,SABANA DE TORRES - SANTANDER,0.5,66.0,0.7,0.7,1.0,SCP,rvmm,SGC2018eogm,MLr_vmm,VMM
2018-03-27,04:12:28,7.152,-73.948,5.9,1.4,YONDÓ (CASABE) - ANTIOQUIA,0.5,170.0,1.8,1.8,9.4,SCP,gvalencia@proc4,SGC2018fzqd,MLr_vmm,VMM
2018-04-15,05:10:07,7.153,-73.947,4.4,0.6,YONDÓ (CASABE) - ANTIOQUIA,0.1,129.0,0.4,0.4,1.0,SCP,rvmm,SGC2018hiko,MLr_vmm,VMM
2018-04-27,02:22:43,7.342,-73.803,16.7,0.8,PUERTO WILCHES - SANTANDER,0.3,118.0,1.3,1.3,2.7,SCP,rvmm,SGC2018ieegk,MLr_vmm,VMM
2018-06-01,11:37:37,7.101,-74.116,5.2,1.2,YONDÓ (CASABE) - ANTIOQUIA,0.5,154.0,0.9,0.9,2.3,SCP,rvmm,SGC2018kqtz,MLr_vmm,VMM
2018-06-19,23:13:28,7.14,-73.971,4.3,0.5,YONDÓ (CASABE) - ANTIOQUIA,0.3,132.0,1.1,1.1,3.3,SCP,rvmm,SGC2018lypsr,MLr_vmm,VMM
2018-06-20,23:13:15,7.07,-73.977,0.0,2.2,YONDÓ (CASABE) - ANTIOQUIA,0.6,131.0,0.9,0.9,2.3,SCP,rvmm,SGC2018majm,MLr_vmm,VMM
2018-06-29,18:44:18,7.199,-74.073,10.3,0.8,CANTAGALLO - BOLÍVAR,0.5,115.0,1.4,1.4,10.3,SCP,rvmm,SGC2018mqnzf,MLr_vmm,VMM
2018-07-02,18:15:02,7.455,-74.086,16.6,0.7,SAN PABLO - BOLÍVAR,0.5,120.0,1.1,1.1,2.7,SCP,rvmm,SGC2018mvzod,MLr_vmm,VMM
2018-07-03,03:47:14,7.144,-74.029,14.9,0.7,YONDÓ (CASABE) - ANTIOQUIA,0.2,143.0,0.8,0.8,6.0,SCP,rvmm,SGC2018mwqo,MLr_vmm,VMM
2018-07-05,18:55:04,7.2,-74.079,21.4,1.2,CANTAGALLO - BOLÍVAR,0.5,81.0,1.1,1.1,7.1,SCP,rvmm,SGC2018nbln,MLr_vmm,VMM
2018-07-06,03:06:41,7.177,-74.093,19.4,0.8,CANTAGALLO - BOLÍVAR,0.4,120.0,1.5,1.5,3.4,SCP,rvmm,SGC2018ncbu,MLr_vmm,VMM
2018-08-05,08:03:53,7.146,-73.879,11.0,1.2,BARRANCABERMEJA - SANTANDER,0.3,117.0,0.8,0.8,2.3,SCP,rvmm,SGC2018pfgq,MLr_vmm,VMM
2018-09-27,06:43:17,7.165,-74.102,15.6,0.6,CANTAGALLO - BOLÍVAR,0.1,201.0,0.7,0.7,2.1,SCP,rvmm,SGC2018sycjr,MLr_vmm,VMM
2018-09-29,10:33:33,7.256,-73.617,10.2,1.2,PUERTO WILCHES - SANTANDER,0.4,95.0,0.7,0.7,4.8,SCP,rvmm,SGC2018tbyf,MLr_vmm,VMM
2018-09-30,02:46:55,7.133,-73.865,14.1,0.9,BARRANCABERMEJA - SANTANDER,0.1,115.0,0.4,0.4,1.4,SCP,rvmm,SGC2018tdei,MLr_vmm,VMM
2018-10-07,23:21:05,7.298,-73.608,0.0,1.0,SABANA DE TORRES - SANTANDER,0.4,149.0,2.1,2.1,5.7,SCP,gvalencia@proc4,SGC2018trno,MLr_vmm,VMM
2018-10-12,05:20:55,7.192,-73.634,15.2,0.8,BARRANCABERMEJA - SANTANDER,0.4,233.0,2.5,2.5,3.1,SCP,sebastiang@proc4,SGC2018tzhm,MLr_vmm,VMM
2018-12-23,20:26:20,7.346,-74.118,4.9,1.3,CANTAGALLO - BOLÍVAR,0.2,137.0,0.4,0.4,1.2,SCP,squintero@proc1,SGC2018zcdes,MLr_vmm,VMM
2019-01-06,03:18:15,7.344,-74.13,9.1,0.9,SAN PABLO - BOLÍVAR,0.6,95.0,1.0,1.0,2.7,SCP,Laura@proc1,SGC2019ajkcu,MLr_vmm,VMM
2019-01-06,04:09:14,7.495,-73.942,15.1,0.7,SAN PABLO - BOLÍVAR,0.2,202.0,2.3,2.3,3.4,SCP,rvmm,SGC2019ajmxeu,MLr_vmm,VMM
2019-01-17,07:58:01,7.099,-74.121,2.1,0.8,YONDÓ (CASABE) - ANTIOQUIA,0.2,198.0,1.1,1.1,4.3,SCP,Laura@proc1,SGC2019bdzmad,MLr_vmm,VMM
2019-01-25,04:24:10,7.321,-74.028,10.5,0.9,CANTAGALLO - BOLÍVAR,0.5,75.0,0.8,0.8,4.0,SCP,Laura@proc1,SGC2019bsketx,MLr_vmm,VMM
2019-03-22,04:08:05,7.207,-73.809,10.2,1.0,BARRANCABERMEJA - SANTANDER,0.3,179.0,1.4,1.4,4.2,SCP,Laura@proc1,SGC2019freifa,MLr_vmm,VMM
2019-03-23,04:01:45,7.102,-73.95,17.6,1.3,YONDÓ (CASABE) - ANTIOQUIA,0.5,128.0,1.0,1.0,2.0,SCP,rvmm,SGC2019fsiog,MLr_vmm,VMM
2019-04-12,11:17:25,7.177,-74.098,7.0,0.8,CANTAGALLO - BOLÍVAR,0.3,83.0,0.6,0.6,2.3,SCP,squintero@proc1,SGC2019hdlfb,MLr_vmm,VMM
2019-04-18,00:51:26,7.107,-73.945,11.4,0.8,YONDÓ (CASABE) - ANTIOQUIA,0.2,141.0,0.6,0.6,2.3,SCP,rvmm,SGC2019hnppz,MLr_vmm,VMM
2019-04-19,23:49:54,7.109,-73.948,12.3,1.2,YONDÓ (CASABE) - ANTIOQUIA,0.3,142.0,0.6,0.6,2.3,SCP,rvmm,SGC2019hrepx,MLr_vmm,VMM
2019-05-15,11:05:15,7.094,-74.117,7.8,1.0,YONDÓ (CASABE) - ANTIOQUIA,0.4,162.0,1.0,1.0,2.9,SCP,rvmm,SGC2019jlssw,MLr_vmm,VMM
2019-05-23,02:34:22,7.278,-74.041,16.2,1.0,CANTAGALLO - BOLÍVAR,0.3,86.0,0.5,0.5,1.5,SCP,Laura@proc1,SGC2019jzrzj,MLr_vmm,VMM
2019-06-06,19:56:14,7.451,-73.871,15.8,1.3,PUERTO WILCHES - SANTANDER,0.3,162.0,1.0,1.0,1.8,SCP,rvmm,SGC2019lapny,MLr_vmm,VMM
2019-07-03,01:05:36,7.166,-74.156,0.5,1.1,CANTAGALLO - BOLÍVAR,0.8,88.0,1.3,1.3,4.3,SCP,Laura@proc1,SGC2019myabpk,MLr_vmm,VMM
2019-08-02,19:45:25,7.387,-73.816,16.0,1.2,PUERTO WILCHES - SANTANDER,0.1,139.0,0.4,0.4,0.5,SCP,rvmm,SGC2019patli,MLr_vmm,VMM
2019-08-31,10:12:59,7.327,-74.079,0.0,2.8,CANTAGALLO - BOLÍVAR,1.1,40.0,1.0,1.0,2.4,SCP,jsoriano@proc2,SGC22019rbalg,MLr_vmm,VMM
2019-09-04,07:04:46,7.206,-74.008,16.1,1.5,YONDÓ (CASABE) - ANTIOQUIA,0.4,231.0,1.9,1.9,2.0,SCP,rvmm,SGC2019rkcsnt,MLr_vmm,VMM
2019-09-13,04:18:54,7.214,-74.058,7.8,1.2,CANTAGALLO - BOLÍVAR,0.4,169.0,0.8,0.8,2.0,SCP,Laura@proc1,SGC2019saktnt,MLr_vmm,VMM
2019-10-01,06:44:17,7.073,-73.915,5.6,0.9,YONDÓ (CASABE) - ANTIOQUIA,0.5,136.0,1.1,1.1,2.6,SCP,rvmm,SGC2019thqqqt,MLr_vmm,VMM
2019-10-13,22:48:09,7.497,-73.962,17.4,1.8,SAN PABLO - BOLÍVAR,0.5,153.0,1.1,1.1,1.9,SCP,rvmm,SGC2019uexhum,MLr_vmm,VMM
2019-10-14,16:14:40,7.044,-73.837,6.2,1.5,BARRANCABERMEJA - SANTANDER,0.4,126.0,0.6,0.6,1.5,SCP,rvmm,SGC2019ugfzqe,MLr_vmm,VMM
2019-10-20,14:17:30,7.096,-73.918,15.8,1.8,YONDÓ (CASABE) - ANTIOQUIA,0.4,74.0,0.7,0.7,1.8,SCP,jbermudez@proc4,SGC2019urclxc,MLr_vmm,VMM
2019-10-23,01:07:42,7.165,-73.832,0.0,0.8,BARRANCABERMEJA - SANTANDER,0.6,132.0,2.8,2.8,6.5,SCP,jbermudez@proc4,SGC2019uvplzi,MLr_vmm,VMM
2019-11-01,07:54:00,7.173,-74.084,17.7,1.4,CANTAGALLO - BOLÍVAR,0.6,81.0,1.1,1.1,2.8,SCP,Laura@proc4,SGC2019vmqmab,MLr_vmm,VMM
2019-11-12,11:20:46,7.349,-74.165,11.3,1.2,SAN PABLO - BOLÍVAR,0.4,237.0,2.2,2.2,4.9,SCP,Laura@proc4,SGC2019whchwq,MLr_vmm,VMM
2019-12-02,05:13:34,7.057,-73.831,20.8,0.7,BARRANCABERMEJA - SANTANDER,0.8,126.0,3.3,3.3,6.1,SCP,rbolanos@proc4,SGC2019xriray,MLr_vmm,VMM
2019-12-06,08:32:17,7.155,-74.149,6.2,1.7,CANTAGALLO - BOLÍVAR,0.8,104.0,1.2,1.2,3.5,SCP,rbolanos@proc4,SGC2019xyyczw,MLr_vmm,VMM
2020-01-23,03:36:04,7.299,-74.044,8.3,1.5,CANTAGALLO - BOLÍVAR,0.4,80.0,0.6,0.6,1.9,SCP,Laura@proc4,SGC2020bordoh,MLr_vmm,VMM
2020-01-24,00:01:49,7.175,-73.902,8.4,1.0,BARRANCABERMEJA - SANTANDER,0.6,140.0,1.2,1.2,2.6,SCP,Laura@proc4,SGC2020bqftvc,MLr_vmm,VMM
2020-03-23,20:20:10,7.197,-73.926,16.4,2.4,BARRANCABERMEJA - SANTANDER,0.7,74.0,0.8,0.8,1.6,SCP,Laura@proc4,SGC2020fwbzpu,MLr_vmm,VMM
2020-03-24,00:35:12,7.24,-73.898,16.1,1.1,PUERTO WILCHES - SANTANDER,0.7,232.0,3.2,3.2,3.1,SCP,Laura@proc4,SGC2020fwklkg,MLr_vmm,VMM
2020-03-26,00:38:07,7.221,-73.938,14.7,1.5,YONDÓ (CASABE) - ANTIOQUIA,0.6,75.0,1.1,1.1,2.1,SCP,Laura@proc4,SGC2020gabzrd,MLr_vmm,VMM
2020-03-29,18:34:53,7.214,-73.931,14.2,1.4,YONDÓ (CASABE) - ANTIOQUIA,0.8,126.0,1.3,1.3,2.1,SCP,Laura@proc4,SGC2020ggywec,MLr_vmm,VMM
2020-04-04,18:59:46,7.138,-74.066,0.0,0.8,YONDÓ (CASABE) - ANTIOQUIA,0.2,191.0,0.6,0.6,1.2,SCP,jbermudez@proc4,SGC2020gsaawo,MLr_vmm,VMM
2020-05-04,06:47:15,7.243,-73.861,12.6,1.1,PUERTO WILCHES - SANTANDER,0.5,214.0,2.3,2.3,3.0,SCP,Laura@proc4,SGC2020iudocb,MLr_vmm,VMM
2020-05-19,21:23:24,7.16,-74.131,2.4,1.0,CANTAGALLO - BOLÍVAR,0.6,189.0,1.8,1.8,4.5,SCP,Laura@proc4,SGC2020jwumgw,MLr_vmm,VMM
2020-05-24,08:36:51,7.157,-74.001,5.3,1.1,YONDÓ (CASABE) - ANTIOQUIA,1.0,101.0,2.3,2.3,7.3,SCP,Laura@proc4,SGC2020kezsdb,MLr_vmm,VMM
2020-06-18,04:46:42,7.238,-73.948,23.3,1.2,YONDÓ (CASABE) - ANTIOQUIA,0.3,176.0,0.8,0.8,7.4,SCP,Laura@proc4,SGC2020lypful,MLr_vmm,VMM
2020-07-07,22:50:58,7.193,-73.978,19.8,1.2,YONDÓ (CASABE) - ANTIOQUIA,0.9,155.0,2.2,2.2,4.7,SCP,Laura@proc4,SGC2020nivywa,MLr_vmm,VMM
2020-07-31,07:47:52,7.409,-73.762,7.0,1.2,PUERTO WILCHES - SANTANDER,0.1,169.0,0.4,0.4,0.8,SCP,Laura@proc4,SGC2020oztlwy,MLr_vmm,VMM
2020-08-06,01:11:38,7.446,-74.067,9.7,2.2,SAN PABLO - BOLÍVAR,1.0,54.0,1.3,1.3,2.9,SCP,jbermudez@proc4,SGC2020pkgron,MLr_vmm,VMM
2020-08-22,04:08:21,7.107,-73.677,0.0,0.9,BARRANCABERMEJA - SANTANDER,0.6,162.0,1.6,1.6,5.7,SCP,jbermudez@proc4,SGC2020qnwdyy,MLr_vmm,VMM
2020-09-05,13:45:11,7.12,-74.062,7.2,1.1,YONDÓ (CASABE) - ANTIOQUIA,0.3,156.0,0.7,0.7,2.3,SCP,Laura@proc4,SGC2020rohliy,MLr_vmm,VMM
2020-11-03,08:01:58,7.339,-74.071,9.9,1.0,CANTAGALLO - BOLÍVAR,0.5,88.0,1.4,1.4,3.9,SCP,Laura@proc4,SGC2020vsdxoo,MLr_vmm,VMM
2020-12-21,22:24:23,7.182,-73.965,8.1,3.2,YONDÓ (CASABE) - ANTIOQUIA,0.9,46.0,0.8,0.8,2.3,SCP,jbermudez@proc4,SGC2020zdjixo,MLr_vmm,VMM
2020-12-23,10:34:01,7.19,-73.977,9.9,1.4,YONDÓ (CASABE) - ANTIOQUIA,0.3,73.0,0.4,0.4,2.7,SCP,jbermudez@proc4,SGC2020zgdgny,MLr_vmm,VMM
2020-12-29,04:43:42,7.198,-73.969,8.6,1.2,YONDÓ (CASABE) - ANTIOQUIA,0.6,72.0,0.8,0.8,2.7,SCP,jbermudez@proc4,SGC2020zqrzyo,MLr_vmm,VMM
2021-01-03,12:43:35,7.418,-73.75,16.1,1.1,SABANA DE TORRES - SANTANDER,0.3,68.0,0.6,0.6,1.2,SCP,Laura@proc4,SGC2021aeqtlx,MLr_vmm,VMM
2021-01-12,21:59:39,7.441,-73.894,8.3,1.1,PUERTO WILCHES - SANTANDER,0.4,80.0,0.7,0.7,2.5,SCP,Laura@proc4,SGC2021avwqyz,MLr_vmm,VMM
2021-01-16,13:10:15,7.352,-73.811,14.8,1.5,PUERTO WILCHES - SANTANDER,0.5,71.0,0.9,0.9,2.8,SCP,Laura@proc4,SGC2021bcocdv,MLr_vmm,VMM
2021-01-17,11:38:56,7.284,-73.965,15.6,1.1,CANTAGALLO - BOLÍVAR,0.2,136.0,1.0,1.0,2.7,SCP,Laura@proc4,SGC2021begujy,MLr_vmm,VMM
2021-02-24,06:33:31,7.067,-74.07,0.0,1.2,YONDÓ (CASABE) - ANTIOQUIA,0.3,230.0,1.3,1.3,2.3,SCP,jbermudez@proc4,SGC2021dvqgqj,MLr_vmm,VMM
2021-02-27,02:54:08,7.513,-73.832,12.2,1.1,PUERTO WILCHES - SANTANDER,0.3,133.0,0.7,0.7,1.8,SCP,jbermudez@proc4,SGC2021eaweft,MLr_vmm,VMM
2021-03-25,18:55:35,7.231,-73.966,0.0,1.2,YONDÓ (CASABE) - ANTIOQUIA,0.6,152.0,2.3,2.3,4.9,SCP,Laura@proc4,SGC2021fxuxpz,MLr_vmm,VMM
2021-04-07,13:59:47,7.375,-73.822,16.9,1.4,PUERTO WILCHES - SANTANDER,0.2,77.0,0.5,0.5,0.9,SCP,jbermudez@proc4,SGC2021gvhoed,MLr_vmm,VMM
2021-05-03,19:54:17,7.104,-74.104,4.5,1.2,YONDÓ (CASABE) - ANTIOQUIA,0.4,160.0,0.8,0.8,2.3,SCP,Laura@proc4,SGC2021irmenz,MLr_vmm,VMM
2021-05-15,09:35:50,7.16,-74.018,15.6,1.0,YONDÓ (CASABE) - ANTIOQUIA,0.5,150.0,0.9,0.9,2.4,SCP,Laura@proc4,SGC2021jmskbi,MLr_vmm,VMM
2021-05-18,03:43:14,7.335,-74.161,4.8,1.0,SAN PABLO - BOLÍVAR,0.5,97.0,1.1,1.1,4.2,SCP,Laura@proc4,SGC2021jrtwyo,MLr_vmm,VMM
2021-05-22,07:18:34,7.238,-73.756,10.8,1.0,PUERTO WILCHES - SANTANDER,0.1,174.0,0.6,0.6,2.8,SCP,Laura@proc4,SGC2021jzjyao,MLr_vmm,VMM
2021-06-03,06:41:55,7.165,-74.094,2.0,1.2,CANTAGALLO - BOLÍVAR,0.2,102.0,0.5,0.5,1.6,SCP,gvalencia@proc1,SGC2021kvjlag,MLr_vmm,VMM
2021-07-09,17:54:04,7.237,-73.765,21.2,1.1,BARRANCABERMEJA - SANTANDER,0.3,151.0,1.8,1.8,6.5,SCP,Laura@proc4,SGC2021nkhvxg,MLr_vmm,VMM
2021-07-18,14:06:52,7.367,-74.141,1.5,2.3,SAN PABLO - BOLÍVAR,0.8,52.0,0.8,0.8,2.5,SCP,Laura@proc4,SGC2021oanwba,MLr_vmm,VMM
2021-07-22,10:20:09,7.347,-74.153,5.2,0.9,SAN PABLO - BOLÍVAR,0.4,98.0,0.6,0.6,2.6,SCP,Laura@proc4,SGC2021ohpgev,MLr_vmm,VMM
2021-07-29,18:32:03,7.198,-74.039,15.1,1.1,CANTAGALLO - BOLÍVAR,0.5,156.0,1.1,1.1,2.6,SCP,Laura@proc4,SGC2021ovbqfs,MLr_vmm,VMM
2021-08-09,01:45:54,7.276,-73.982,6.1,2.0,CANTAGALLO - BOLÍVAR,0.6,49.0,0.7,0.7,1.9,SCP,Laura@proc4,SGC2021pnzgwo,MLr_vmm,VMM
2021-08-19,08:41:15,7.243,-73.949,8.4,1.1,YONDÓ (CASABE) - ANTIOQUIA,0.3,107.0,0.8,0.8,5.6,SCP,eguzman@proc3,SGC2021qgwhpm,MLr_vmm,VMM
2021-08-23,19:04:43,7.27,-73.986,2.4,2.2,CANTAGALLO - BOLÍVAR,0.5,80.0,0.8,0.8,3.1,SCP,mariana@proc2,SGC2021qozwjp,MLr_vmm,VMM
2021-09-06,21:48:30,7.34,-74.159,4.0,1.7,SAN PABLO - BOLÍVAR,0.4,71.0,1.1,1.1,4.2,SCP,eguzman@proc2,SGC2021roxlvm,MLr_vmm,VMM
2021-09-12,10:38:27,7.232,-73.806,9.2,1.6,BARRANCABERMEJA - SANTANDER,0.5,158.0,1.3,1.3,5.0,SCP,mariana@proc2,SGC2021rzbpsl,MLr_vmm,VMM
2021-10-09,07:28:01,7.164,-73.845,11.6,0.7,BARRANCABERMEJA - SANTANDER,0.4,152.0,2.1,2.1,8.3,SCP,sebastiang@proc3,SGC2021twjxjs,MLr_vmm,VMM
2021-10-09,15:50:23,7.365,-74.135,11.6,1.1,SAN PABLO - BOLÍVAR,0.7,166.0,2.3,2.3,8.0,SCP,adrobayo@proc3,SGC2021txaohf,MLr_vmm,VMM
2021-11-12,19:29:06,7.213,-73.814,9.4,1.7,PUERTO WILCHES - SANTANDER,0.4,110.0,1.3,1.3,5.7,SCP,sebastiang@proc2,SGC2021whsmri,MLr_vmm,VMM
2021-12-06,12:45:14,7.244,-73.823,10.4,1.9,PUERTO WILCHES - SANTANDER,0.6,223.0,2.5,2.5,4.0,SCP,gvalencia@proc3,SGC2021xzgnuh,MLr_vmm,VMM
2021-12-07,23:50:41,7.432,-73.795,0.0,1.6,PUERTO WILCHES - SANTANDER,0.4,147.0,1.2,1.2,3.1,SCP,jsoriano@proc3,SGC2021ybyico,MLr_vmm,VMM
2021-12-17,02:55:51,7.323,-74.144,2.0,1.9,CANTAGALLO - BOLÍVAR,0.6,70.0,0.8,0.8,2.1,SCP,jsoriano@proc2,SGC2021ysrzoo,MLr_vmm,VMM
2021-12-21,14:19:26,7.32,-74.157,1.7,1.9,SAN PABLO - BOLÍVAR,0.5,94.0,0.8,0.8,2.3,SCP,bdrsn,SGC2021zaxoef,MLr_vmm,VMM
2021-12-23,08:42:44,7.341,-74.161,0.2,1.2,SAN PABLO - BOLÍVAR,0.6,168.0,1.4,1.4,3.6,SCP,druizba@proc2,SGC2021zedvtx,MLr_vmm,VMM
2021-12-24,05:19:47,7.323,-74.161,4.2,1.3,SAN PABLO - BOLÍVAR,0.2,166.0,0.5,0.5,1.7,SCP,druizba@proc2,SGC2021zfsvtz,MLr_vmm,VMM
